Orientation Sensor Raw Data Test

Current Temperature: 31 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
2801	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
109	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	329.38	4.94	-86.69	1.59	-2.13	-1.73	
107	327.44	8.31	-88.62	6.39	-3.34	-3.51	
110	314.50	23.94	-83.31	4.17	-0.99	-7.76	
109	293.81	40.25	-81.19	-1.23	-0.29	-14.75	
110	262.81	57.13	-81.19	-1.79	-0.15	-14.40	
107	234.25	73.19	-65.19	-3.40	-0.24	-8.80	
108	218.19	83.12	0.00	-8.77	-0.91	-4.81	
111	207.25	78.56	45.94	-12.01	-2.25	-2.72	
111	208.06	75.44	24.31	-9.12	-4.59	-6.36	
110	211.94	72.44	-7.31	-5.31	-4.82	-10.86	
109	212.69	68.12	-39.19	-1.99	-4.42	-10.39	
108	208.75	62.75	-65.44	0.26	-4.92	-7.32	
107	199.06	61.13	-91.44	3.35	-5.75	-3.59	
108	182.75	61.75	-117.37	4.02	-6.03	-0.38	
109	161.88	56.19	-150.25	3.32	-5.29	5.57	
110	146.50	51.25	-165.13	1.68	-4.54	10.52	
111	138.44	47.44	-169.81	-2.74	-2.88	10.00	
109	148.56	46.44	-154.94	-5.36	-0.94	9.76	
108	197.44	23.44	-126.12	-2.56	3.61	6.13	
109	251.31	-14.50	-112.19	9.56	7.21	1.04	
108	267.56	-33.69	-101.69	19.67	6.96	-0.36	
109	269.00	-34.56	-100.69	20.09	5.46	0.38	
110	246.06	-15.06	-105.50	16.14	4.34	1.71	
107	207.31	13.75	-110.31	8.89	2.28	2.93	
108	173.38	39.13	-110.87	3.15	-1.98	5.25	
107	151.31	60.00	-109.87	-1.48	-3.01	4.42	
110	189.13	74.00	-107.00	-7.47	-3.57	4.90	
111	190.13	76.25	-105.50	-9.55	-5.96	5.63	
109	197.75	67.31	-106.62	-4.29	-7.40	6.22	
108	196.50	69.62	-94.75	-0.25	-7.21	6.00	
107	183.50	80.81	-69.19	-1.22	-7.80	3.95	
108	170.88	74.87	16.31	-3.36	-7.04	3.88	
109	165.56	63.19	28.87	-8.28	-4.43	1.51	
110	162.50	59.31	31.81	-8.78	-4.64	1.35	
109	158.88	58.50	31.44	-7.98	-3.71	4.94	
108	161.81	56.25	14.63	-5.46	-3.33	7.07	
107	172.25	49.81	6.56	-4.40	-3.37	5.43	
108	197.00	39.25	-0.19	-2.21	-3.31	1.50	
111	214.00	30.19	7.63	2.87	-7.57	-7.51	
109	219.06	28.31	12.50	2.01	-11.90	-11.61	
110	220.25	28.25	9.69	-0.12	-11.22	-6.17	
107	223.13	25.87	5.19	-2.06	-7.34	-4.28	
108	227.63	25.37	2.94	-1.82	-6.15	-4.62	
109	231.81	26.81	1.69	-0.10	-8.01	-7.56	
110	251.94	11.38	-25.12	-3.34	-3.83	-17.09	
109	288.69	-3.19	-70.94	8.91	3.88	-1.31	
110	299.38	-3.38	-67.62	19.17	2.68	9.44	
109	304.13	-5.13	-67.75	13.47	-3.52	-2.64	
109	293.69	1.56	-69.75	14.48	-6.27	-3.33	
108	274.13	10.19	-72.87	11.54	-6.18	-5.07	
109	250.38	20.50	-89.69	4.87	-3.57	-2.92	
