Orientation Sensor Raw Data Test

Current Temperature: 29 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	7.88	-13.13	5.94	-2.00	2.87	-7.32	
107	5.38	-16.31	6.13	-3.34	6.35	-14.80	
110	4.69	-17.12	8.50	-2.92	6.71	-14.64	
109	5.69	-15.50	9.81	-3.75	6.48	-13.78	
110	345.63	-47.69	-129.25	-1.59	3.18	-6.53	
111	348.69	-48.06	-130.19	1.00	-0.14	-0.09	
108	348.75	-47.13	-130.50	1.07	-0.14	-0.31	
111	345.69	-45.13	-129.44	1.26	-0.03	-0.49	
107	344.56	-45.56	-126.56	1.01	-0.19	-0.19	
110	347.63	-46.94	-122.94	1.01	-0.09	0.57	
107	352.38	-47.44	-123.19	1.76	0.66	0.20	
108	356.56	-47.81	-127.00	2.19	0.90	-1.29	
109	0.25	-50.56	-128.25	1.51	0.46	-1.83	
110	3.13	-54.50	-126.00	0.74	0.01	-1.35	
111	5.00	-57.88	-122.81	0.26	-0.28	-0.53	
108	5.19	-58.56	-121.31	0.35	-0.53	0.67	
109	2.50	-54.31	-125.81	1.38	0.11	0.23	
107	356.19	-49.75	-130.00	1.60	0.38	-1.20	
110	348.69	-47.94	-127.44	1.37	0.44	-1.58	
107	351.38	-50.19	-122.19	1.65	1.33	-0.90	
110	359.94	-52.94	-120.12	2.23	1.11	-0.23	
107	7.56	-54.38	-124.25	2.33	-0.10	-0.39	
108	9.44	-52.69	-128.31	1.03	-0.20	-1.42	
109	5.81	-50.25	-126.87	0.35	0.12	-1.41	
110	1.75	-48.38	-123.19	1.20	0.24	-0.47	
111	1.63	-46.69	-129.06	1.27	-0.35	-1.14	
108	3.00	-47.50	-127.62	0.92	-1.17	-1.82	
109	1.94	-47.25	-125.06	1.73	-0.46	-1.66	
109	359.13	-48.19	-122.44	1.27	-0.25	-1.32	
108	358.13	-50.38	-116.31	-0.02	0.25	-1.21	
107	358.56	-52.31	-108.81	0.03	0.61	-0.63	
110	355.25	-49.56	-106.31	1.14	-0.14	0.63	
107	344.44	-46.13	-102.50	-0.69	-2.36	0.28	
108	331.19	-39.25	-93.44	-2.54	-3.92	-0.35	
109	322.44	-29.62	-84.25	-0.68	-2.76	-0.46	
110	321.13	-23.00	-78.87	0.49	-1.99	-0.86	
111	329.38	-18.50	-78.25	1.32	0.08	-0.59	
109	347.81	-21.00	-82.56	2.91	3.47	1.10	
108	14.00	-31.19	-100.62	3.60	3.87	-0.14	
109	46.75	-45.56	-102.12	3.75	2.17	-1.89	
108	57.50	-57.81	-105.75	1.66	-0.36	-2.64	
107	327.88	-60.81	-112.37	0.95	-1.02	-5.09	
110	318.00	-61.81	-112.37	2.71	-0.24	-4.20	
107	309.44	-67.00	-110.75	0.41	-0.92	-1.64	
108	303.75	-69.94	-104.94	-1.13	-1.98	-0.50	
109	291.88	-67.87	-105.37	-0.57	-1.81	0.06	
110	278.31	-65.50	-104.50	-1.13	-1.75	1.58	
111	272.94	-61.81	-103.31	-0.09	-3.07	4.01	
107	271.81	-49.56	-127.56	2.91	-0.16	0.34	
108	270.63	-48.81	-126.69	2.64	1.67	-2.13	
107	277.75	-51.94	-124.06	2.26	1.19	0.19	
110	294.94	-58.94	-129.44	1.62	1.22	0.17	
109	303.69	-63.13	-127.31	0.47	0.38	0.38	
110	301.56	-59.25	-135.13	1.03	0.60	-1.67	
107	293.38	-55.94	-136.88	0.80	-0.46	-4.02	
108	287.13	-60.56	-122.25	0.67	-1.04	-2.92	
111	287.00	-64.81	-81.12	1.13	-0.83	0.98	
111	288.81	-64.94	-72.50	1.78	-0.10	2.52	
110	289.56	-63.94	-57.13	1.38	0.91	1.08	
107	287.75	-63.81	-50.75	0.35	0.50	1.18	
108	285.56	-63.25	-51.31	-0.20	-0.16	1.69	
109	283.19	-63.44	-65.00	0.75	0.27	-0.41	
110	279.00	-62.94	-71.75	1.42	1.31	-1.76	
109	274.44	-63.88	-76.62	1.20	1.20	-1.03	
108	275.31	-65.62	-71.75	0.13	0.25	-1.04	
109	278.19	-63.81	-59.88	-0.52	-0.61	1.03	
108	279.19	-63.25	-71.94	0.52	0.17	0.44	
111	276.94	-63.69	-77.94	0.83	0.85	-1.66	
107	275.00	-63.19	-72.94	0.11	-0.26	0.03	
110	275.50	-62.00	-79.37	-0.31	-0.71	0.28	
107	276.00	-58.81	-106.56	0.53	0.21	-3.27	
108	275.00	-57.25	-83.06	2.82	-0.52	1.89	
109	275.13	-53.06	-104.00	2.75	-0.27	1.78	
110	275.75	-52.44	-80.81	2.14	-1.16	1.81	
109	274.69	-45.75	-109.06	2.86	-0.67	3.49	
108	268.69	-43.38	-108.81	2.12	0.62	-2.25	
109	261.50	-41.13	-91.06	2.30	0.14	-2.59	
108	265.63	-41.75	-67.94	0.53	-1.65	2.86	
109	267.94	-41.25	-95.25	0.36	-1.28	0.42	
109	276.19	-45.06	-103.06	1.66	1.09	-5.72	
110	285.44	-50.25	-88.00	-0.45	0.16	-2.70	
107	285.25	-53.00	-96.56	-0.58	0.04	-2.67	
108	286.63	-54.38	-85.19	1.00	-0.83	1.10	
109	281.81	-51.50	-111.31	1.55	0.19	-1.09	
110	277.75	-54.44	-83.50	0.95	-2.24	-1.46	
111	277.56	-50.38	-97.56	2.64	-2.43	1.30	
108	278.00	-52.63	-97.56	2.58	0.38	-2.84	
109	275.50	-53.88	-84.62	-0.47	-0.05	-7.31	
