Orientation Sensor Raw Data Test

Current Temperature: 28 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
110	339.69	-40.50	-40.56	1.93	-1.98	0.51	
109	342.19	-29.37	-31.25	4.91	-2.79	2.53	
110	336.31	-24.56	-17.87	5.15	-3.92	1.94	
109	330.56	-11.44	-15.13	5.26	-5.44	0.40	
108	327.06	-8.25	-13.69	5.08	-4.26	0.34	
109	327.06	-4.81	-16.37	3.94	-3.71	-0.85	
111	334.06	-4.06	-20.44	4.16	-3.68	-0.81	
110	346.38	0.25	-23.19	4.72	-3.26	-0.33	
109	1.75	17.75	-19.44	4.72	-0.40	-0.89	
110	39.25	25.44	-26.25	4.18	1.84	-2.84	
107	80.81	27.44	-45.94	0.84	2.00	-5.25	
108	45.19	23.37	-56.38	-2.54	1.65	-4.68	
107	35.00	22.25	-53.19	0.67	2.26	-6.41	
110	31.81	27.25	-55.06	2.27	3.26	-9.71	
111	34.56	23.00	-63.00	2.45	2.88	-9.76	
109	37.19	35.94	-72.75	2.05	0.67	-9.65	
108	43.31	34.38	-78.00	-1.82	-0.47	-7.33	
107	39.44	29.44	-79.69	0.03	2.11	-7.14	
108	56.31	17.00	-72.50	2.76	1.92	-8.21	
107	82.87	4.50	-78.81	-0.15	-2.43	-5.78	
110	106.81	-2.31	-97.37	-6.52	-4.15	0.69	
109	94.44	-2.44	-97.87	-6.00	-2.57	-0.20	
108	103.37	-12.19	-88.19	-0.85	-0.82	-6.75	
107	130.63	-17.37	-109.06	-3.49	-4.35	-3.83	
110	142.25	-25.19	-94.87	-5.32	-6.46	4.71	
111	165.13	-33.38	-130.81	-2.09	-10.83	-3.40	
111	144.31	-23.06	-93.25	1.92	-14.65	-4.83	
110	146.88	-21.87	-94.06	1.62	-9.26	5.82	
107	183.38	-34.75	-146.19	-1.94	-18.94	-6.75	
108	136.50	-19.87	-89.12	2.23	-26.83	-4.34	
109	150.81	-25.75	-90.75	2.28	-17.27	6.80	
110	183.19	-33.88	-146.81	-2.76	-19.66	-5.39	
111	150.19	-27.87	-114.25	-2.96	-21.82	-9.61	
108	134.81	-12.19	-68.94	-3.61	-9.01	11.51	
109	178.06	-32.06	-139.75	-0.12	-11.50	11.97	
109	264.81	-31.75	-147.88	1.46	-21.51	-3.47	
110	126.62	-6.56	-59.00	3.82	-4.32	15.29	
109	154.50	-27.81	-110.81	6.08	0.56	16.76	
110	261.56	-30.19	-163.44	-1.67	-20.69	-6.73	
107	134.25	-18.37	-104.44	-2.48	-22.36	-3.35	
108	142.13	-21.75	-93.81	-0.54	-12.33	5.24	
107	263.75	-29.94	-148.19	-2.72	-18.51	-3.07	
110	167.81	-27.19	-140.81	-1.47	-23.10	-5.41	
111	121.69	-1.94	-68.81	-2.59	-7.58	12.71	
109	145.56	-23.12	-117.94	-1.21	-5.52	12.01	
108	263.69	-28.37	-155.19	-2.72	-18.91	-4.55	
107	126.25	-5.69	-96.37	10.34	-7.48	10.16	
108	143.31	-18.69	-101.12	12.47	-0.78	14.30	
109	173.13	-30.81	-140.88	-3.40	-13.66	-3.27	
110	160.19	-29.50	-127.31	-3.07	-13.59	-3.49	
109	146.13	-29.00	-96.37	-4.50	-9.63	4.42	
108	186.69	-34.31	-146.44	-5.12	-13.64	-1.71	
107	142.81	-19.94	-113.12	-2.03	-14.63	-2.45	
108	124.00	-8.38	-93.81	-0.91	-8.65	4.81	
111	161.44	-28.25	-138.38	-1.62	-12.27	-1.71	
109	171.81	-32.81	-140.94	-4.40	-20.43	-5.90	
110	109.44	10.31	-75.56	4.95	-3.76	8.03	
107	143.94	-20.81	-113.44	7.06	0.43	7.53	
108	170.19	-32.38	-137.00	-6.07	-15.64	-6.91	
107	131.81	-8.81	-107.87	-0.35	-14.71	2.67	
110	118.69	0.50	-96.50	3.49	-8.26	6.67	
109	158.25	-29.50	-130.81	-0.76	-10.76	-0.10	
110	178.31	-34.56	-141.19	-5.26	-20.51	-4.14	
109	107.94	15.69	-79.87	6.15	-1.94	5.26	
108	140.75	-16.56	-120.19	8.50	3.18	7.30	
111	135.19	-15.50	-136.44	-7.96	-13.34	-5.90	
109	87.87	20.19	-101.56	-2.07	-14.98	1.02	
108	101.62	10.69	-103.00	3.45	-11.67	5.42	
109	167.06	-32.44	-135.75	-3.08	-15.68	-0.38	
110	161.38	-29.69	-127.56	-5.88	-22.46	-1.54	
109	114.12	7.19	-81.06	-2.10	-10.00	5.83	
110	138.50	-15.88	-117.31	-1.75	-4.94	4.97	
111	149.00	-21.81	-134.38	-9.32	-13.74	-6.88	
109	96.25	19.87	-87.12	2.09	-4.65	4.86	
108	123.44	-7.31	-98.87	8.61	-0.71	9.90	
107	156.31	-28.75	-127.44	-7.91	-13.81	-3.33	
110	92.25	22.12	-88.25	-1.08	-12.91	-0.96	
107	100.37	17.37	-83.94	5.40	-5.98	2.63	
110	135.38	-19.50	-113.69	-5.39	-8.85	-2.61	
109	121.50	-2.50	-110.56	-4.21	-13.71	-2.34	
108	100.62	18.75	-85.00	1.99	-8.57	0.65	
107	136.75	-17.75	-109.75	-1.56	-9.08	-1.08	
110	152.00	-23.19	-126.50	-8.08	-16.31	-3.80	
111	106.62	22.81	-75.19	-2.21	-7.11	1.34	
109	131.88	-5.81	-99.81	-0.66	-1.34	2.74	
110	130.31	-10.25	-109.75	-6.82	-6.45	-2.88	
107	123.94	-1.81	-106.25	-6.80	-6.54	-2.13	
