Orientation Sensor Raw Data Test

Current Temperature: 30 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
2441	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	336.25	-2.00	-9.75	3.30	-5.92	-5.92	
110	332.31	19.06	-8.63	4.08	-11.76	-13.38	
109	304.00	16.87	-16.62	-5.75	-12.18	-19.57	
110	294.19	7.81	-53.69	-14.33	-8.83	-19.62	
109	320.69	-23.94	-86.19	-10.14	-8.38	-6.62	
109	293.31	-30.00	-95.94	-2.43	-13.49	1.80	
110	251.00	-2.81	-112.75	-5.10	-10.87	1.78	
109	230.00	14.56	-108.56	-10.89	-8.24	1.25	
110	228.81	32.13	-92.75	-13.09	-7.64	3.17	
109	227.06	36.13	-65.69	-14.51	-4.31	4.53	
108	224.88	18.56	-57.38	-14.56	-8.93	-7.17	
107	231.06	7.00	-69.25	-18.13	-7.89	-10.47	
110	274.50	-36.44	-66.94	-6.60	5.94	-6.77	
111	351.88	-56.75	55.38	14.32	16.17	-9.83	
109	22.44	-10.06	65.31	16.80	16.87	-13.28	
110	33.06	11.50	63.56	12.76	13.66	-18.66	
107	15.06	14.69	59.38	7.87	11.25	-18.20	
108	343.38	-0.25	51.31	1.42	9.91	-16.13	
107	318.50	-23.81	42.13	0.26	8.90	-14.64	
110	299.94	-57.88	41.31	6.68	4.89	-11.88	
109	276.56	-68.56	-44.00	9.08	-2.17	-12.07	
110	251.19	-14.75	-66.94	1.82	-8.44	-10.16	
109	226.06	20.75	-80.44	-6.56	-7.92	-5.76	
108	197.81	50.19	-86.69	-13.09	-3.74	-5.43	
111	309.50	65.19	-95.37	-15.94	0.52	-8.85	
109	291.19	47.75	-89.75	-13.26	-6.32	-18.77	
108	202.69	57.50	-119.31	-1.41	-12.38	-26.77	
109	118.56	64.94	5.44	-1.25	11.29	-23.58	
108	124.75	15.63	30.56	-0.90	17.29	-30.73	
107	100.37	-39.88	60.00	15.38	20.96	-36.86	
108	153.81	27.06	70.44	27.98	29.38	-36.22	
109	111.12	32.06	-177.00	33.65	14.55	-8.09	
110	71.69	9.69	151.69	28.81	10.69	23.70	
111	51.63	72.50	162.19	26.74	2.02	10.25	
107	7.69	-35.88	60.88	37.41	18.82	-6.58	
108	66.25	-28.00	105.62	40.81	34.56	-20.62	
107	157.88	78.87	-101.25	33.12	11.79	-7.03	
110	83.75	20.69	-150.13	27.87	-4.57	21.89	
109	181.31	30.37	-100.56	27.87	-21.60	15.48	
110	48.63	-25.12	30.94	36.49	-10.85	-8.70	
107	47.06	-59.00	93.69	40.89	-1.81	-26.75	
108	80.00	-43.31	141.81	31.25	0.48	-16.38	
111	213.44	42.31	55.94	19.94	10.72	-3.14	
111	247.38	30.56	-95.69	9.56	-2.11	-1.26	
