Orientation Sensor Raw Data Test

Current Temperature: 30 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
time	eul_z	eul_y	eul_x	linA_x	linA_y	linA_z	cal_sys	cal_gyr	cal_acc	cal_mag
1161	0.00	0.00	0.00	0.00	0.00	0.00	
135	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	0.00	0.00	0.00	0.00	0.00	0.00	
107	0.00	0.00	0.00	0.00	0.00	0.00	
108	203.88	-17.12	-141.56	-6.68	-12.14	3.25	
107	75.00	10.25	-111.25	-19.18	-19.59	1.05	
110	328.13	20.25	-143.00	-21.09	-16.86	-2.06	
109	3.44	-41.25	144.13	-8.12	-3.36	3.35	
110	8.06	-25.62	66.75	4.86	17.02	2.80	
107	25.06	-17.00	63.63	-1.12	19.10	2.67	
108	61.69	10.88	68.00	-14.05	9.68	10.10	
109	91.62	62.75	62.94	-19.95	4.83	8.37	
108	139.06	55.44	-146.25	-17.94	0.63	5.82	
111	269.81	-12.38	-134.69	-5.63	-6.12	8.76	
109	353.94	-51.94	-171.38	3.36	-2.00	7.50	
108	55.06	-37.06	136.00	1.75	5.82	4.90	
107	120.37	-6.88	117.81	-4.20	11.83	0.17	
108	174.94	11.88	108.87	-8.14	16.97	-6.76	
107	220.88	10.69	106.56	-5.90	17.77	-10.54	
110	273.38	8.00	116.31	-0.28	15.35	-6.54	
109	330.25	4.19	123.62	2.91	11.38	1.08	
108	45.56	11.81	134.25	-0.49	4.63	7.64	
109	133.75	37.88	151.56	-8.97	-2.61	10.51	
108	170.13	59.31	160.94	-14.62	-9.77	8.90	
109	163.38	68.25	138.00	-15.92	-9.77	5.88	
109	163.25	75.62	124.69	-14.91	-5.66	3.74	
110	165.50	83.44	6.50	-14.38	-10.13	4.23	
107	100.31	84.62	-2.88	-15.67	-13.67	4.36	
108	83.94	76.81	-110.69	-14.90	-11.48	3.57	
109	67.56	65.50	-135.81	-11.74	-6.17	5.24	
108	54.13	64.44	-150.25	-9.20	-0.74	8.53	
109	51.00	64.69	-155.94	-7.53	-0.41	12.16	
110	50.69	62.50	-159.38	-9.58	-2.27	13.04	
109	18.94	47.94	157.13	-13.62	-2.15	10.80	
108	105.25	12.00	144.06	-5.38	-6.60	13.66	
111	131.44	-1.19	144.94	3.57	-8.66	17.88	
109	140.00	-2.25	141.06	1.25	-2.00	16.38	
110	154.63	-7.38	142.31	-0.92	1.76	13.03	
107	181.94	-4.63	154.56	-2.94	0.28	9.57	
108	206.63	16.25	149.94	-11.47	-0.60	8.03	
109	107.62	26.25	125.69	-17.56	6.64	2.33	
110	95.56	15.44	102.00	-14.34	12.95	-2.88	
111	84.44	6.00	90.12	-10.07	12.95	-3.95	
109	78.56	0.56	88.37	-8.36	11.80	-5.22	
108	64.69	-9.69	82.94	-13.69	10.10	-2.61	
107	34.38	-18.56	66.50	-16.71	15.10	-6.94	
108	356.81	-24.25	63.81	-8.41	19.53	-13.46	
109	318.38	-33.69	77.81	3.03	19.77	-10.38	
110	288.69	-37.25	118.25	6.52	13.56	-7.55	
109	169.31	-34.31	160.81	4.18	-0.08	-4.01	
108	193.31	-29.00	-171.38	4.86	-8.37	2.55	
107	222.56	-2.81	174.19	3.64	-14.41	-4.12	
108	105.44	18.25	99.44	-20.39	-12.15	-26.24	
111	42.13	17.06	20.87	-34.38	-3.78	-43.47	
109	54.19	71.31	-42.31	-26.63	0.71	-31.55	
110	177.94	-0.56	-120.06	-11.50	2.58	-6.00	
107	255.94	-49.63	-96.31	1.97	-2.75	-5.28	
108	257.13	-43.19	-79.19	3.02	-8.96	-14.61	
109	257.69	-41.38	-132.88	8.42	-8.15	0.04	
108	338.69	-24.37	-178.69	7.26	5.05	11.67	
109	1.19	-25.12	160.38	2.91	5.75	3.13	
110	47.00	-61.63	-178.06	25.31	-18.20	-8.01	
111	58.75	-31.56	-175.88	28.07	-14.40	-11.52	
111	69.56	-21.87	-159.50	20.23	2.87	-2.41	
110	315.00	-44.56	-112.56	19.36	-3.10	-0.61	
109	282.31	-13.44	-66.50	11.62	-28.75	-6.82	
110	268.81	-6.88	-106.44	6.63	-33.20	-8.47	
107	99.50	-5.19	-161.38	6.51	-13.57	-4.63	
108	137.56	-14.81	179.13	10.60	-15.34	5.65	
111	193.13	20.81	156.38	-18.90	-12.64	2.39	
110	215.69	-3.56	144.81	-18.34	-3.97	0.01	
111	89.44	23.94	116.75	-16.53	-3.13	13.29	
107	69.50	49.56	81.31	-20.93	2.72	1.25	
108	59.50	30.69	43.06	-14.47	9.19	-26.26	
109	63.75	26.37	88.19	-15.48	8.00	-20.99	
110	85.87	12.13	121.56	-12.80	3.38	1.42	
109	123.25	28.12	140.38	-18.70	-3.85	-0.26	
112	224.44	25.19	142.81	-10.91	-8.18	-7.25	
111	246.06	10.63	136.50	-8.93	0.74	1.38	
109	89.87	16.56	97.37	-16.56	3.19	5.57	
110	80.81	35.69	53.94	-14.50	1.59	-10.68	
109	72.31	22.00	44.00	-6.53	4.08	-28.00	
110	77.06	26.06	95.94	-9.78	0.85	-21.07	
107	230.94	12.88	139.13	-12.85	-4.24	3.03	
108	223.94	19.31	145.44	-12.22	-8.73	8.99	
107	89.94	15.88	121.87	-13.70	-1.72	-10.43	
110	56.00	-3.25	126.37	-6.50	7.62	-4.11	
111	74.87	6.81	104.87	-13.95	1.88	13.25	
109	59.25	26.81	58.44	-17.33	5.37	-6.79	
108	63.44	27.19	41.88	-16.15	12.25	-30.79	
107	60.25	20.37	88.06	-18.67	10.56	-22.27	
108	59.13	-1.63	123.75	-8.20	7.28	2.17	
107	242.75	1.88	137.88	-2.76	2.67	10.18	
110	89.69	17.00	117.81	-12.27	6.84	-9.57	
109	47.81	-11.56	116.94	-10.18	6.06	-11.25	
